"","Time","Time Code","Country Name","Country Code","GDP (current US$) [NY.GDP.MKTP.CD]","GDP per capita (current US$) [NY.GDP.PCAP.CD]","Population, total [SP.POP.TOTL]","GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG]","GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]","GDP, PPP (current international $) [NY.GDP.MKTP.PP.CD]","GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]","GDP (current LCU) [NY.GDP.MKTP.CN]","GDP per capita (constant LCU) [NY.GDP.PCAP.KN]","General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS]","Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]"
"24",2000,"YR2000","Jordan","JOR","8460424400.5641756","1651.6217976911985","5122495","2.3990809302594869","5930.4663583542442","30378784268.337826","4.2457123440155442","5998440900","2582.0521249898729","23.699491646237608","6.25655642564826"
"25",2000,"YR2000","Lebanon","LBN","17260364842.454395","4491.6419343043317","3842774","-1.1637906720357449","8941.945777635754","34361876743.708458","1.3418716193980487","26020000000000","8617872.1886585057","17.267486548808609","5.39210030383447"
"26",2000,"YR2000","Malaysia","MYS","93789736842.10527","4043.6629231287679","23194252","6.3575021622515067","12898.503324470707","299171136530.61133","8.8588681696938636","356401000000","24966.224528387465","10.165235226612721","1.63467554804841"
"27",2000,"YR2000","Middle East & North Africa","MEA","1046434254191.5778","3318.5708200014187","315326781","4.7538167853416837","11464.978212407344","3615214673953.542","6.7477837080263754","..","..","17.4815004763988","5.875538835416779"
"28",2000,"YR2000","Pakistan","PAK","82017743416.284134","576.19558035351781","142343583","1.5361233604359654","2951.413309200841","420114745345.53461","4.2600880114514581","4243393000000","117956.88878545372","8.0861235336910831","4.1687227138149607"
"29",2000,"YR2000","Philippines","PHL","83669693589.154663","1072.8017524871848","77991757","2.1529934759229974","3435.6308494518594","267950886352.15298","4.3825048334725381","3697556200000","89565.660495377742","11.062685132412591","1.6082266208679599"
"30",2000,"YR2000","South Africa","ZAF","151753369491.9162","3374.7184227918419","44967713","2.742094405158511","8488.8628100610113","381724746539.19708","4.2000000006782585","1053138033600","62861.275595670166","16.567215410840326","1.3872891314179898"
"31",2000,"YR2000","South Asia","SAS","630429061929.22815","453.23760409734376","1390946065","2.1705733918664976","2111.4329791572354","2936889393869.9839","4.1074597831470783","..","..","10.827977698703965","3.0100273213879136"
"32",2000,"YR2000","Sri Lanka","LKA","16330814179.976625","869.69628503104309","18777606","5.3547335521622443","4334.7522354580142","81396269585.04982","6.0000331601439854","1257636000000","206358.77169858606","10.510910947205709","5.03387296841704"
"33",2000,"YR2000","Thailand","THA","126392233706.78952","2007.7352707451951","62952639","3.3699701666548947","7294.5944193428413","459213969132.3045","4.4552470433501412","5069820000000","83465.635173769289","13.575965221644951","1.4882309500745898"
"34",2000,"YR2000","Bahrain","BHR","9062898936.1702118","13636.416749928849","664610","0.85269044018576778","42133.980118924737","28002664526.83857","5.3000700560088347","3407650000","8631.1821970779856","16.208824263055185","3.9616709688485305"
"35",2000,"YR2000","Hong Kong SAR, China","HKG","171668164082.55469","25756.663778327784","6665000","6.7184675705801027","28221.122624906024","188093782294.99866","7.663450595310124","1337501000000","230929.7824456114","9.3677686969953662",".."
"36",2000,"YR2000","North America","NAC","10999201631931.59","35151.329602333448","312909974","3.0044217746485202","35650.123216695021","11155279128832.836","4.1384271389147926","..","..","14.368262471557378","2.9771715824104574"
"37",2000,"YR2000","World","WLD","33830878799862.555","5533.0529681463113","6114324044","3.122922005350361","8036.2760374849531","49136395800215.3","4.4872971655965443","..","..","15.942769458921511","2.205496633815895"
"38",2000,"YR2000","Algeria","DZA","54790392746.193855","1765.0271461160066","31042238","2.3994965437331217","8436.9909598187533","261903081378.54218","3.799999999697647","4123514000000","336211.21655597124","13.583945634718351","3.4333856350536296"
"39",2000,"YR2000","Albania","ALB","3480355258.0412197","1126.6833401071663","3089027","7.6300224393701939","3860.8046270584482","11926129734.708477","6.9462165924425392","501199000000","233277.28860900213","9.6924534965153555","1.24636024189216"
"40",2000,"YR2000","American Samoa","ASM","..","..","57816","..","..","..","..","..","..","..",".."
"41",2000,"YR2000","Andorra","AND","1429049198.4521837","21854.246803061382","65390","1.9102864117947576","..","..","3.5283623612238841","1551090000","30458.174032726718","..",".."
"42",2000,"YR2000","Angola","AGO","9129594818.6074924","556.83618223535018","16395477","-0.26795629799387655","3271.2702648121735","53634036387.5119","3.0546242343078518","91666100000","34263.114882232461","..","6.39260315427404"
"43",2000,"YR2000","Antigua and Barbuda","ATG","826370370.37037027","10872.292951575122","76007","4.3408505194549889","16823.984916947022","1278740621.5823922","6.20343125361191","2231200000","31673.793203257595","17.295625672283972",".."
"44",2000,"YR2000","Argentina","ARG","284203750000","7708.0991145404078","36870796","-1.8749363673178436","11605.592279466417","427907425395.38123","-0.78899893905690988","284203750000","13017.24288512784","13.784191306413094","1.1488226766688698"
"45",2000,"YR2000","Armenia","ARM","1911563668.8500648","622.74092294528066","3069597","6.5700865649922946","2655.3239838629761","8150774534.89384","5.9000000031209225","1031338300000","575928.2869379922","10.798668099497517","3.56002487253697"
"46",2000,"YR2000","Aruba","ABW","1873184357.5418994","20614.799347851775","90866","5.4172616661523136","30149.423395611546","2739557506.2656388","7.6165881939646027","3353000000","48521.999427728741","21.413659409484044",".."
"47",2000,"YR2000","Australia","AUS","415576210513.09424","21697.708479773104","19153000","2.6808649960478732","26343.076702571318","504548948084.34845","3.9124277327118762","661722000000","60528.324544457784","17.915982844759583","1.82984191251005"
"48",2000,"YR2000","Austria","AUT","197289625479.90631","24625.600722743384","8011566","3.1274366501477147","29376.019736475315","235347920936.07458","3.3757221470847867","213606480000","35008.958298539888","19.21971655541536","0.98031858008593"
"49",2000,"YR2000","Azerbaijan","AZE","5272798390.7018328","655.11994517081644","8048600","10.191029267481639","3381.6662098325824","27217678656.458523","11.099999143434601","4718100000","839.59706035832323","15.150166380534538","2.26786206311863"
"50",2000,"YR2000","Bahamas, The","BHS","8076470000","27098.156318676709","298045","2.7577587652947813","28002.344831374194","8345958865.266922","4.1492340457734826","8076470000","32322.971363384724","9.2540429172645968",".."
"51",2000,"YR2000","Barbados","BRB","3059500000","11268.42006401214","271511","4.0409584493781239","12693.28319015801","3446366012.2429914","4.4471896232242187","6119000000","31140.543108750659","13.539794084000652",".."
"52",2000,"YR2000","Belarus","BLR","12736856827.984661","1276.2880340999959","9979610","6.2996364479900535","5801.758129557973","57899283447.318039","5.8000034400745477","913380000","3592.1445026408846","19.478530294072566","1.3469841507576499"
"53",2000,"YR2000","Belgium","BEL","236792460312.4711","23098.886507740139","10251250","3.4654525713040414","27784.571504168431","284826588632.10663","3.7166793842087458","256376400000","32153.561760760884","21.040197147631375","1.34121027642881"
"54",2000,"YR2000","Belize","BLZ","832072450","3364.4917310258379","247310","9.2123471815071127","5543.8005425892625","1371037312.1877506","13.019577374825928","1664144900","6728.9834620516758","12.908208894549988","0.85525208821585208"
"55",2000,"YR2000","Benin","BEN","3519991326.4846358","512.673901962619","6865946","2.7457257822669305","1757.7210108805411","12068417543.771208","5.8577142054326856","2499926000000","535535.08868260833","8.0805945095974838","0.412852302408383"
"56",2000,"YR2000","Bermuda","BMU","3480219000","56284.16864780942","61833","8.3483242061618768","53921.7736769822","3334145031.7688403","9.3171564108608322","3480219000","102780.46674106061","..",".."
"57",2000,"YR2000","Bhutan","BTN","424464089.8976413","718.19633696941412","591014","1.0592760760242328","2693.3148402324177","1591786776.9851222","3.3550682847402129","19075416200","32275.751166639031","22.704403692119705",".."
"58",2000,"YR2000","Bolivia","BOL","8397912525.26886","997.5817507954556","8418270","0.54485771606084654","3433.7107446304954","28905904150.200562","2.507810808994833","51928492100","2655.6840419706186","14.539299514918902","2.0629712007857"
"59",2000,"YR2000","Bosnia and Herzegovina","BIH","5567405605.2755527","1484.1760571286318","3751176","12.530299402532535","4598.1551164968714","17248489117.28027","12.765469457888258","11819602100","5019.166522711811","24.601800258572158",".."
"60",2000,"YR2000","Botswana","BWA","5788329609.1575527","3522.3108214570952","1643333","-0.064863932108721656","8452.352764718973","13890030225.903925","1.9876957509073208","29530900000","51688.992675252062","24.902729005888744","3.19124295081058"
"61",2000,"YR2000","Brazil","BRA","655448188259.35071","3749.9108475288826","174790339","2.9118264351474181","9050.494047522272","1581938922683.9","4.3879494436486937","1199092070940.21","15486.505919834675","18.767845743311259","1.73072614713627"
"62",2000,"YR2000","British Virgin Islands","VGB","..","..","20313","..","..","..","..","..","..","..",".."
"63",2000,"YR2000","Bulgaria","BGR","13245833843.545425","1621.2429608024684","8170172","5.1050556198265866","6421.9591348470613","52468510708.671684","4.5872253416488178","28124879000","6559.4693722482216","19.785112675506976","2.6711704653623"
"64",2000,"YR2000","Burkina Faso","BFA","2968369991.4672885","255.71868725731943","11607951","-0.96644301873250527","920.89169475737924","10689665669.050615","1.8884738890652528","2108160114900","260149.94137208196","14.109188500329312","1.39216275310692"
"65",2000,"YR2000","Burundi","BDI","870486065.88313663","136.46397080034015","6378871","-2.593559292890518","526.48206009941248","3358361145.1883993","-0.8568640584241507","627333193100","170072.69643797469","14.856698326361842","4.86240221311558"
"66",2000,"YR2000","Cabo Verde","CPV","539227277.62641084","1259.353067244022","428178","12.223791996970661","3028.7520834692514","1296845009.5956972","14.284868832122498","64538549100","173445.59178659343","..","1.15402591313906"
"67",2000,"YR2000","Cambodia","KHM","3654031716.2688117","300.61367901046236","12155241","7.5613994592145843","1074.1883514911569","13057018291.767723","9.9935803216181966","14082638234500","1158565.1189063219","5.2327979156255306","2.20981320983564"
"68",2000,"YR2000","Cameroon","CMR","10566578952.785664","681.10204296120082","15513944","1.1462713484561533","2026.520495486646","31439325481.832081","3.832417795322371","7504468904900","658596.75999217224","10.792113437517029","1.3247488647241399"
"69",2000,"YR2000","Canada","CAN","744773415931.587","24271.002056382138","30685730","3.94521856404198","29362.084160978553","900996986801.06445","4.9177627435622355","1106063000000","43634.243083022629","19.106416180633474","1.11808087955152"
"70",2000,"YR2000","Cayman Islands","CYM","..","..","42305","..","..","..","..","..","..","..",".."
"71",2000,"YR2000","Central African Republic","CAF","916777282.65116835","251.83276402678931","3640421","-4.6966128153210036","673.67457046305742","2452459053.4796939","-2.4894324402887378","651102539300","176921.57033485963","16.284531790337006",".."
"72",2000,"YR2000","Chad","TCD","1388506726.6209335","166.17570888178633","8355654","-4.4636529095403858","764.71342221272118","6389680765.1654129","-0.87968102544483884","986128585300","192561.16397352022","7.7182632300274721","1.36204531679744"
"73",2000,"YR2000","Channel Islands","CHI","6439403014.0037041","43380.80298306849","148439","5.194984968431271","..","..","5.8266410966159441","4256000000","36634.7422173418","..",".."
"74",2000,"YR2000","Chile","CHL","78249883995.6255","5100.2541328822181","15342350","3.7431558577644779","9585.7224342256322","147067508588.74164","4.971621488297103","42215029916800","6232007.9659569757","12.59092586710385","2.70328204639642"
"75",2000,"YR2000","Colombia","COL","99886577330.727112","2520.481088760162","39629965","1.2873678242305147","6682.7723317809041","264838033611.44562","2.9248614831459179","208531000000000","10863139.433847595","16.472850559389251","3.03168353865852"
"76",2000,"YR2000","Comoros","COM","351136568.44192129","647.42581181050389","542358","8.0877080263323222","1799.2504590582159","975837880.47389591","10.847878616072038","187035000000","454211.05616585357","11.044991579116207",".."
"77",2000,"YR2000","Congo, Dem. Rep.","COD","19088046305.7971","405.21621858264888","47105830","-9.255088418304652","446.5741979380258","21036248250.454994","-6.9109273165210112","1317075195100","99853.203979210215","2.0575894300357245","0.22026077257230597"
"78",2000,"YR2000","Congo, Rep.","COG","3227927697.4366474","1032.1375758409959","3127420","4.5149999885987029","3695.0254444790535","11555896475.572681","7.575980395264196","2292500000000","918742.76118973468","11.568069792802618",".."
"79",2000,"YR2000","Costa Rica","CRI","15013629658.65213","3789.0538863624588","3962369","1.8518026927694109","7829.5340999466052","31023503202.071331","3.8687180881864265","4627050524500","4304705.5815851577","13.727826178613839","0"
"80",2000,"YR2000","Cote d'Ivoire","CIV","16577533355.439533","1007.4673895078679","16454660","-2.824123317242794","3270.1090328908449","53808532299.147667","-0.26578946394330671","11773496809300","1092482.3461256567","..",".."
"81",2000,"YR2000","Croatia","HRV","21839780971.026768","4887.7137156411472","4468302","3.9155202353114475","10683.603519370103","47737566972.808472","2.8955005063564556","180782421491.952","60390.796380698754","22.291582934388803","3.0300557771282097"
"82",2000,"YR2000","Cuba","CUB","30565400000","2747.1003034847768","11126423","5.5173331449605882","..","..","5.9147601740485953","30565400000","2568.1479124063503","29.596291231261489",".."
"83",2000,"YR2000","Curacao","CUW","..","..","133860","..","21888.347108869017","2929974143.9932065","..","3795715100","36477.279333210288","..",".."
"84",2000,"YR2000","Cyprus","CYP","9985844486.3336487","14388.34765625","943288","4.84415598419497","21288.509765625","14774715455.464758","5.9653103148855422","10594981000","20129.828125","15.086388545670824","2.8220901513395398"
"85",2000,"YR2000","Czechia","CZE","61828166496.0941","6029.0381927535791","10255063","4.2930714651517832","16235.480632924528","166495876725.9209","4.0010286350294422","2386289000000","302872.05451590108","19.526218324771225","1.87735695616487"
"86",2000,"YR2000","Denmark","DNK","164158739097.62344","30743.547681635428","5339616","3.4006845461073851","28658.1249551454","153023382540.49365","3.7468625954019785","1326911504000","331295.10380521743","23.873764606384782","1.45744405054744"
"87",2000,"YR2000","Djibouti","DJI","551230861.85650539","768.183570343678","717577","..","..","..","..","97965300000","..","..","5.06910119132427"
"88",2000,"YR2000","Dominica","DMA","333470370.37037033","4787.8014410677724","69650","2.601763599790587","6508.8877986718462","453344035.17749411","2.3402193206939046","900370000","13492.893036611629","..",".."
"89",2000,"YR2000","Dominican Republic","DOM","24305717541.637054","2869.178138610213","8471317","3.0799845277538935","6752.4482058464064","57202129277.80616","4.6617622800145995","393302968400","123830.2255245554","8.720351168343738","1.03009647155323"
"90",2000,"YR2000","Ecuador","ECU","18327764882.441219","1445.2793244290131","12681123","-0.81357825563969755","5832.2685240718884","73959714522.784073","1.0918015643575956","18318601000","2975.0054470727869","9.35039744574381","1.45207595274333"
"91",2000,"YR2000","El Salvador","SLV","11784927700","2001.5400488796572","5887930","0.38771334688279069","4461.8210623907617","26270890087.882435","1.1279069767441854","11784927700","2954.1791427547541","13.085741713969107","0.840331038102095"
"92",2000,"YR2000","Equatorial Guinea","GNQ","1045998496.4387157","1725.5575842797778","606180","13.452505355942378","8607.9438324911571","5217963392.37949","18.213779956967429","744726139300","2254354.2533570887","..",".."
"93",2000,"YR2000","Eritrea","ERI","706370815.58441556","308.13418680857922","2292413","-5.4658636825567584","1526.8469238570242","3500163737.2598524","-3.1419859025163817","6798819100","11673.95264291382","54.7967675739453","32.6556711938037"
"94",2000,"YR2000","Estonia","EST","5686579747.535244","4070.6090241020797","1396985","9.5564184693248251","9421.29142254113","13161402797.918621","10.087634440695112","6171645000","8977.0376918864549","19.561980638873429","1.3763271152776801"
"95",2000,"YR2000","Eswatini","SWZ","1738100853.0505202","1728.7104976274081","1005432","0.61376357218165367","4716.6045901592188","4742225186.292964","1.7601737602222443","12062072300","24045.360601214205","14.819102021134462","1.43520579097508"
"96",2000,"YR2000","Ethiopia","ETH","8242392103.6806135","124.46079087492141","66224809","3.0591100817569412","482.33574571297413","31942592633.714279","6.0732174795795686","67159835100","5813.0661396094019","..","7.61384390577726"
"97",2000,"YR2000","Faroe Islands","FRO","1068278259.578627","22856.738833040075","46738","..","..","..","..","8635000000","..","25.724377533294728",".."
"98",2000,"YR2000","Fiji","FJI","1678239218.2655265","2069.3174547145804","811011","-2.2707609673137341","5830.07173036294","4728252304.1133785","-1.6999984160551094","3572300000","8402.123399066104","17.296979536992975","1.7562434184137599"
"99",2000,"YR2000","Finland","FIN","126019543413.3336","24345.91482170322","5176209","5.5539978528423433","26784.706471638503","138643238700.85345","5.7733624584816994","136442000000","34145.066398980409","19.737324284311285","1.24114750368778"
"100",2000,"YR2000","France","FRA","1365639660792.1597","22419.694821131288","60912500","3.2142806733735085","26090.63447365215","1589245772376.3367","3.9236692270406337","1478585000000","30281.186029140161","22.325872371219781","2.08501824480333"
"101",2000,"YR2000","French Polynesia","PYF","3453920574.9181509","14350.615856333283","240681","2.0710736822528588","..","..","4.0000003594927449","446249992200","1649132.3332543906","20.280335839073658",".."
"102",2000,"YR2000","Gabon","GAB","5080483463.999279","4135.992380077224","1228359","-4.2234281043116937","13836.611626543943","16996326420.969891","-1.8829663976089677","3608200000000","2932460.6636984791","9.5600853611218888","1.8014522476581099"
"103",2000,"YR2000","Gambia, The","GMB","782915402.42109549","594.149388499649","1317708","2.2502324310684827","1911.6013508594401","2518932392.8382912","5.5000002163295534","10011609000","26832.145665048705","11.227198345440778","0.31579359886356"
"104",2000,"YR2000","Georgia","GEO","3057475335.1884646","749.90853499396133","4077131","3.8381000692491369","3100.9884032900263","12643135949.694269","1.8383410661422062","6043100000","3554.99519147165","8.5387516340950853","0.615582490752135"
"105",2000,"YR2000","Germany","DEU","1947981991011.7688","23694.760483067272","82211508","2.7732212509140197","27199.044090685624","2236074430853.7539","2.9125029636670803","2109090000000","31085.781932135342","19.044516829533116","1.35888303317903"
"106",2000,"YR2000","Ghana","GHA","4983024408.148284","258.47103992967857","19278850","1.1908213838438968","1769.5237835751293","34114383594.977383","3.7000000816440775","2715250000","2753.906394831642","10.171615873308166","0.627279006121547"
"107",2000,"YR2000","Gibraltar","GIB","..","..","31081","..","..","..","..","..","..","..",".."
"108",2000,"YR2000","Greece","GRC","130457756628.43636","12072.929356919571","10805808","3.4955637472844643","19516.197220889433","210888280059.06479","3.9197709046394351","141247276000","16802.763661912188","18.260003824781727","3.4653553200888103"
"109",2000,"YR2000","Greenland","GRL","1068030829.7559105","19004.107291030436","56200","6.9110246453716826","..","..","7.1015968818161923","8633000000","181056.66548042704","..",".."
"110",2000,"YR2000","Grenada","GRD","520044370.37037033","5056.9772588695732","102837","4.4718150995277455","7632.5676476953167","784910359.18604326","4.8879521365056178","1404119800","15304.772601301089","..",".."
"111",2000,"YR2000","Guam","GUM","..","..","155323","..","..","..","..","..","..","..",".."
"112",2000,"YR2000","Guatemala","GTM","19288827158.903545","1664.2989582704549","11589761","1.1175291324180421","4758.2480806009471","55146958032.873718","3.6088687174875957","149743023000","23260.830952424298","7.00261473951945","0.918401634718749"
"113",2000,"YR2000","Guinea","GIN","2995361140.6321673","363.48227926661485","8240735","0.18960863841950015","1222.9498732067436","10078005823.380375","2.5030605615604173","5232506216200","3509024.7733727633","7.0841807861090107","1.53463751403247"
"114",2000,"YR2000","Guinea-Bissau","GNB","371095510.04776067","308.91031840187185","1201305","3.3056433795939171","1071.2912624750888","1286947550.0676367","5.4269873668676922","263555000000","236314.67445819339","18.572009637457075","2.62803036170707"
"115",2000,"YR2000","Guyana","GUY","712667896.72751188","954.40031809533434","746718","-0.97307290637107258","6007.4451726696534","4485867444.4455385","-1.3638039026187272","130012004400","792857.20231734065","24.6721060474628","1.7659772484290002"
"116",2000,"YR2000","Haiti","HTI","6813577558.1762762","805.025632473004","8463802","-0.85483050249712278","2185.9327924941481","18501302340.977554","0.87005925942489171","133691930700","55038.479775401174","6.9828775387713069",".."
"117",2000,"YR2000","Honduras","HND","7186650135.4392681","1093.10810013815","6574510","4.3967369631381814","2588.3876199601846","17017380291.304434","7.291288158696176","106654200000","16222.380070910227","13.408473365324571","0.729929060458941"
"118",2000,"YR2000","Hungary","HUN","47218405892.425812","4624.2816567029531","10210971","4.7509468974002544","11853.17851736243","121032462098.61078","4.4791938086524681","13324052000000","2505755.3292434188","21.197290433871018","1.51310022700998"
"119",2000,"YR2000","Iceland","ISL","9025660361.75842","32096.372261369539","281205","3.5573910444045396","29779.093199605762","8374029903.195138","4.98504277020335","709561315000","5563627.3430415532","22.717068221229056",".."
"120",2000,"YR2000","Ireland","IRL","100207610429.90924","26334.567205050083","3805174","7.9507541932574526","30205.657226276257","114937781530.33853","9.3994180058661669","108495289000","37514.712862013672","14.745920442683921","0.695697742113547"
"121",2000,"YR2000","Isle of Man","IMN","1563667799.6157825","20322.682015229428","76942","4.0053405933564221","..","..","5.3000015255280459","1058134000","29783.984039926178","..",".."
"122",2000,"YR2000","Italy","ITA","1146676894209.728","20137.591221767343","56942108","3.7399465330193919","27072.421363181918","1541560741083.812","3.7869551432397941","1241512900000","29157.754398555109","17.73602191326405","1.74105950432123"
"123",2000,"YR2000","Jamaica","JAM","9005064474.9300346","3392.123878094621","2654698","0.041904058593075888","6348.6259163047462","16853684522.762377","0.87870354796235972","387089000000","291774.77969245467","13.957771985254036","0.48631976129697396"
"124",2000,"YR2000","Japan","JPN","4968359075956.5908","39169.359570150431","126843000","2.592891086508132","27287.270191271778","3461199212871.4863","2.7646475514364823","535417700000000","3804490.12180412","16.549191407008024","0.93113615565419794"
"125",2000,"YR2000","Kazakhstan","KAZ","18291994909.004436","1229.0012466723119","14883626","10.130116493922259","7725.0025234474524","114976048408.04811","9.8000000021415588","2599901600000","311409.20119196759","12.076783982901507","0.78464508041381309"
"126",2000,"YR2000","Kenya","KEN","12705357103.00556","397.48265877751913","31964557","-2.12515428163411","1827.8264075151121","58425661389.122032","0.59969539080742607","967836930000","119092.5295539056","15.054292255617895","1.31374203224597"
"127",2000,"YR2000","Kiribati","KIR","67254174.397031531","796.803203566513","84405","4.4423464249748292","1572.59822896877","132735153.51610903","6.25","116000000","1611.2789526686809","..",".."
"128",2000,"YR2000","Korea, Dem. People's Rep.","PRK","..","..","22929078","..","..","..","..","..","..","..",".."
"129",2000,"YR2000","Kosovo","XKX","..","..","1700000","..","..","..","..","..","..","..",".."
"130",2000,"YR2000","Kyrgyz Republic","KGZ","1369688498.0677826","279.61956926093882","4898400","4.1948241546327552","1861.6216606439762","9118967542.4984531","5.4433366331404471","65357700000","30074.992385268659","20.041402925745551","1.8826786815365901"
"131",2000,"YR2000","Lao PDR","LAO","1731198022.4549377","325.18693714296461","5323701","4.0427498209703288","1829.88738517466","9741773302.3417225","5.7987823261587295","13638378020900","6601069.26450227","6.46156894793158","0.7915432166502071"
"132",2000,"YR2000","Latvia","LVA","7958852838.9339514","3361.6408688027504","2367550","6.6993063567349651","8039.5063662046359","19033933297.307785","5.6757351717720042","6868490000","6062.5748136259","20.88786618310575","0.88171501160681487"
